0,1,2
Drake+White,Thursday 20 October 2016,"
      Convocation Center, ASU, Jonesboro, AR, US
    "
Drake+White,Sunday 21 May 2017,"
      House of Blues - Boston presented by Cricket Wireless, Boston, MA, US
    "
Drake+White,Thursday 07 November 2013,"
      DPAC - Durham Performing Arts Center, Durham, NC, US
    "
Drake+White,Friday 28 October 2016,"
      Rupp Arena, Lexington, KY, US
    "
Drake+White,Friday 18 May 2012,"
      Kansas Expocentre, Topeka, KS, US
    "
Drake+White,Saturday 16 November 2019,"
      Slowdown, Omaha, NE, US
    "
Drake+White,Thursday 04 April 2013,"
      House of Blues - Old Location, Anaheim, CA, US
    "
Drake+White,Sunday 31 May 2015,"
      5th Street Beach Stage, Virginia Beach, VA, US
    "
Drake+White,Friday 22 June 2018,"
      Grizzly Rose, Denver, CO, US
    "
Drake+White,Monday 02 October 2017,"
      O2 Institute Birmingham, Birmingham, UK
    "
Drake+White,Tuesday 03 October 2017,"
      O2 Ritz Manchester, Manchester, UK
    "
Drake+White,Friday 27 April 2012,"
      Rupp Arena, Lexington, KY, US
    "
Drake+White,Thursday 16 November 2017,"
      The Cotillion, Wichita, KS, US
    "
Drake+White,Monday 31 December 2012,"
      Wild Bill's, Duluth, GA, US
    "
Drake+White,Friday 13 December 2013,"
      The Fillmore, Detroit, MI, US
    "
Drake+White,Saturday 07 December 2013,"
      Orpheum Theater, Madison, WI, US
    "
Drake+White,Thursday 08 March 2012,"
      Chesapeake Energy Arena, Oklahoma City, OK, US
    "
Drake+White,Saturday 28 October 2017,"
      Bogart's, Cincinnati, OH, US
    "
Drake+White,Friday 24 March 2017,"
      Paradise Rock Club presented by Citizens Bank, Boston, MA, US
    "
Drake+White,Thursday 31 July 2014,"
      Fairgrounds Coliseum, Indianapolis, IN, US
    "
Drake+White,Thursday 18 October 2018,"
      Saint Luke's, Glasgow, UK
    "
Drake+White,Saturday 03 October 2015,"
      BankPlus Amphitheatre at Snowden Grove, Southaven, MS, US
    "
Drake+White,Friday 02 March 2012,"
      Tsongas Center, UMass Lowell, Lowell, MA, US
    "
Drake+White,Thursday 29 March 2018,"
      Algonquin Commons Theatre, Ottawa, ON, Canada
    "
Drake+White,Wednesday 06 February 2013,"
      Paradise Rock Club presented by Citizens Bank, Boston, MA, US
    "
Drake+White,Thursday 03 May 2012,"
      JQH Arena, Missouri State University, Springfield, MO, US
    "
Drake+White,Friday 18 November 2016,"
      40 Watt Club, Athens, GA, US
    "
Drake+White,Friday 27 October 2017,"
      20 Monroe Live, Grand Rapids, MI, US
    "
Drake+White,Thursday 27 March 2014,"
      Gas Monkey Live, Dallas, TX, US
    "
Drake+White,Thursday 04 August 2016,"
      Whiskey Tango, Omaha, NE, US
    "
Drake+White,Thursday 16 May 2013,"
      Marathon Music Works, Nashville, TN, US
    "
Drake+White,Friday 29 March 2019,"
      Peaches, Rome, GA, US
    "
Drake+White,Friday 22 March 2019,"
      Manchester Music Hall, Lexington, KY, US
    "
Drake+White,Saturday 02 December 2017,"
      EXPRESS LIVE!, Columbus, OH, US
    "
Drake+White,Friday 03 November 2017,"
      Egyptian Room at Old National Centre, Indianapolis, IN, US
    "
Drake+White,Tuesday 18 September 2012,"
      Bowery Ballroom, New York (NYC), NY, US
    "
Drake+White,Thursday 21 March 2013,"
      House of Blues - Dallas, Dallas, TX, US
    "
Drake+White,Friday 16 November 2018,"
      Tarheel Opry House, Jacksonville, NC, US
    "
Drake+White,Saturday 03 August 2019,"
      Ballroom, Higher Ground, South Burlington, VT, US
    "
Drake+White,Monday 11 February 2013,"
      Headliners Music Hall, Louisville, KY, US
    "
Drake+White,Thursday 21 June 2018,"
      The Complex, Salt Lake City, UT, US
    "
Drake+White,Thursday 13 October 2016,"
      Allen County War Memorial Coliseum, Fort Wayne, IN, US
    "
Drake+White,Saturday 06 May 2017,"
      McMorran Place Sports & Entertainment Center, Port Huron, MI, US
    "
Drake+White,Thursday 13 April 2017,"
      Exit In, Nashville, TN, US
    "
Drake+White,Saturday 20 August 2016,"
      House of Blues - Boston presented by Cricket Wireless, Boston, MA, US
    "
Drake+White,Saturday 12 May 2012,"
      Covelli Centre, Youngstown, OH, US
    "
Drake+White,Friday 30 October 2015,"
      US Cellular Coliseum, Bloomington, IL, US
    "
Drake+White,Saturday 08 April 2017,"
      The Ranch Concert Hall & Saloon, Fort Myers, FL, US
    "
Drake+White,Thursday 22 October 2015,"
      Bismarck Civic Center, Bismarck, ND, US
    "
Drake+White,Friday 28 November 2014,"
      Tabernacle, Atlanta, GA, US
    "
Drake+White,Friday 01 December 2017,"
      Hard Rock Live Northfield Park, Northfield, OH, US
    "
Drake+White,Thursday 04 June 2015,"
      Unknown venue, Columbus, OH, US
    "
Drake+White,Thursday 19 April 2012,"
      Ford Center, Evansville, IN, US
    "
Drake+White,Tuesday 08 January 2013,"
      Bogart's, Cincinnati, OH, US
    "
Drake+White,Thursday 14 March 2019,"
      Jergel's Rhythm Grille, Warrendale, PA, US
    "
Drake+White,Thursday 07 February 2013,"
      Irving Plaza, New York (NYC), NY, US
    "
Drake+White,Sunday 06 January 2013,"
      Old Rock House, St Louis, MO, US
    "
Drake+White,Saturday 04 May 2013,"
      Whiskey Wild Saloon, Columbia, MO, US
    "
Drake+White,Wednesday 31 July 2019,"
      Bottle & Cork, Dewey Beach, DE, US
    "
Drake+White,Friday 19 October 2018,"
      Manchester Academy 3, Manchester, UK
    "
Drake+White,Friday 19 February 2016,"
      Ballpark Village, St Louis, MO, US
    "
Drake+White,Saturday 24 March 2012,"
      Tallahassee-Leon County Civic Center, Tallahassee, FL, US
    "
Drake+White,Friday 09 March 2012,"
      Convocation Center, ASU, Jonesboro, AR, US
    "
Drake+White,Saturday 12 November 2011,"
      Maxwell C. King Center for the Performing Arts, Melbourne, FL, US
    "
Drake+White,Friday 02 November 2018,"
      The Ranch Concert Hall & Saloon, Fort Myers, FL, US
    "
Drake+White,Friday 09 October 2015,"
      Stephens Auditorium, Iowa State Center, Ames, IA, US
    "
Drake+White,Thursday 17 March 2016,"
      Tulalip Resort Casino, Tulalip, WA, US
    "
Drake+White,Thursday 15 March 2012,"
      Floyd L. Maines Veterans Memorial Arena, Binghamton, NY, US
    "
Drake+White,Thursday 26 October 2017,"
      STAGE AE, Pittsburgh, PA, US
    "
Drake+White,Saturday 19 October 2019,"
      The Senate, Columbia, SC, US
    "
Drake+White,Saturday 07 April 2012,"
      Tuscaloosa Amphitheater, Tuscaloosa, AL, US
    "
Drake+White,Saturday 14 May 2016,"
      Billy Bob's Texas, Fort Worth, TX, US
    "
Drake+White,Saturday 24 October 2015,"
      Swiftel Center, Brookings, SD, US
    "
Drake+White,Monday 31 December 2012,"
      Logan Square Auditorium, Chicago, IL, US
    "
Drake+White,Friday 13 July 2012,"
      Joe's on Weed St., Chicago, IL, US
    "
Drake+White,Saturday 20 October 2012,"
      Joe's on Weed St., Chicago, IL, US
    "
Drake+White,Friday 22 March 2013,"
      House of Blues - Houston, Houston, TX, US
    "
Drake+White,Saturday 17 March 2012,"
      Trump Taj Mahal, Atlantic City, NJ, US
    "
Drake+White,Saturday 16 February 2019,"
      Music Farm, Charleston, SC, US
    "
Drake+White,Tuesday 15 January 2013,"
      Varsity Theater, Minneapolis, MN, US
    "
Drake+White,Thursday 09 August 2018,"
      JJ's Beer Garden & Brewing Co. (The JBGB), Fayetteville, AR, US
    "
Drake+White,Saturday 26 March 2011,"
      Murat Theatre, Old National Centre, Indianapolis, IN, US
    "
Drake+White,Wednesday 26 April 2017,"
      Sidewinders Steakhouse & Saloon, Roanoke, VA, US
    "
Drake+White,Saturday 29 October 2016,"
      Berglund Center for the Performing Arts, Roanoke, VA, US
    "
Brynn+Cartelli,Friday 25 October 2019,"
      Hard Rock Live, Hollywood, FL, US
    "
Brynn+Cartelli,Saturday 14 September 2019,"
      The Big E - Court Of Honor Stage, Springfield, MA, US
    "
Brynn+Cartelli,Thursday 28 March 2019,"
      Infinite Energy Arena, Duluth, GA, US
    "
Brynn+Cartelli,Friday 22 February 2019,"
      Allstate Arena, Rosemont, IL, US
    "
Brynn+Cartelli,Thursday 28 February 2019,"
      American Airlines Center, Dallas, TX, US
    "
Brynn+Cartelli,Friday 08 March 2019,"
      TD Garden, Boston, MA, US
    "
Brynn+Cartelli,Thursday 24 January 2019,"
      Oakland Arena, Oakland, CA, US
    "
Brynn+Cartelli,Thursday 07 March 2019,"
      NYCB LIVE: Home of the Nassau Veterans Memorial Coliseum, Uniondale, NY, US
    "
Brynn+Cartelli,Saturday 26 January 2019,"
      STAPLES Center, Los Angeles (LA), CA, US
    "
Brynn+Cartelli,Saturday 30 March 2019,"
      Bon Secours Wellness Arena, Greenville, SC, US
    "
Brynn+Cartelli,Saturday 09 March 2019,"
      PPL Center, Allentown, PA, US
    "
Brynn+Cartelli,Wednesday 30 January 2019,"
      Vivint Smart Home Arena, Salt Lake City, UT, US
    "
Brynn+Cartelli,Saturday 16 March 2019,"
      Royal Farms Arena, Baltimore, MD, US
    "
Brynn+Cartelli,Friday 22 March 2019,"
      Bankers Life Fieldhouse, Indianapolis, IN, US
    "
Brynn+Cartelli,Saturday 16 February 2019,"
      Xcel Energy Center, St. Paul, MN, US
    "
Brynn+Cartelli,Thursday 21 March 2019,"
      Quicken Loans Arena, Cleveland, OH, US
    "
Brynn+Cartelli,Thursday 07 February 2019,"
      T-Mobile Center, Kansas City, MO, US
    "
Brynn+Cartelli,Thursday 21 February 2019,"
      Little Caesars Arena, Detroit, MI, US
    "
Brynn+Cartelli,Saturday 23 March 2019,"
      US Bank Arena, Cincinnati, OH, US
    "
Brynn+Cartelli,Saturday 23 February 2019,"
      Chaifetz Arena, St Louis, MO, US
    "
Brynn+Cartelli,Friday 29 March 2019,"
      Bridgestone Arena, Nashville, TN, US
    "
Brynn+Cartelli,Friday 01 February 2019,"
      Gila River Arena, Glendale, AZ, US
    "
Brynn+Cartelli,Thursday 14 February 2019,"
      Van Andel Arena, Grand Rapids, MI, US
    "
Brynn+Cartelli,Friday 08 February 2019,"
      BOK Center, Tulsa, OK, US
    "
Brynn+Cartelli,Friday 15 February 2019,"
      Resch Center, Green Bay, WI, US
    "
Brynn+Cartelli,Saturday 02 March 2019,"
      INTRUST Bank Arena, Wichita, KS, US
    "
Brynn+Cartelli,Saturday 09 February 2019,"
      Landers Center, Southaven, MS, US
    "
Brynn+Cartelli,Friday 25 January 2019,"
      Save Mart Center, Fresno, CA, US
    "
Brynn+Cartelli,Friday 15 March 2019,"
      Mohegan Sun Arena, Uncasville, CT, US
    "
Brynn+Cartelli,Thursday 14 March 2019,"
      Mohegan Sun Arena, Uncasville, CT, US
    "
Brynn+Cartelli,Saturday 23 November 2019,"
      Tanger Outlets At The Arches, Deer Park, NY, US
    "
Brynn+Cartelli,Sunday 15 September 2019,"
      The Big E - Court Of Honor Stage, Springfield, MA, US
    "
Kaleb+Lee,Saturday 27 October 2018,"
      Cedartown Performing Arts Center, Cedartown, GA, US
    "
Kaleb+Lee,Wednesday 06 May 2020,"
      Tin Roof - Broadway, Nashville, TN, US
    "
Kaleb+Lee,Friday 15 June 2018,"
      Amsterdam Bar & Hall, St. Paul, MN, US
    "
Kaleb+Lee,Saturday 08 June 2019,"
      Presqu'ile Winery, Santa Maria, CA, US
    "
Kaleb+Lee,Saturday 20 November 2010,"
      City Arts & Music Project (CAMP), London, UK
    "
Kaleb+Lee,Saturday 19 December 2015,"
      Academic Community Hall, Hong Kong, China
    "
Kaleb+Lee,Saturday 08 June 2019,"
      Chase Palm Park, Santa Barbara, CA, US
    "
Kaleb+Lee,Sunday 22 March 2020,"
      Crimson Moon Cafe, Dahlonega, GA, US
    "
Kaleb+Lee,Thursday 21 May 2020,"
      Tin Roof - Birmingham, Birmingham, AL, US
    "
Kaleb+Lee,Friday 21 September 2018,"
      Bank & Blues Club, Daytona Beach, FL, US
    "
Kaleb+Lee,Thursday 26 March 2020,"
      MadLife Stage & Studios, Woodstock, GA, US
    "
Kaleb+Lee,Tuesday 19 March 2019,"
      Hard Rock Café - Seattle, Seattle, WA, US
    "
Kaleb+Lee,Friday 22 May 2020,"
      Tin Roof - Memphis, Memphis, TN, US
    "
Brent+Cobb,Friday 25 October 2019,"
      Lodge Room, Highland Park, CA, US
    "
Brent+Cobb,Saturday 31 August 2019,"
      Amphitheater at the Wharf, Orange Beach, AL, US
    "
Brent+Cobb,Saturday 03 August 2019,"
      Spillway Bar & Grill, Bowling Green, KY, US
    "
Brent+Cobb,Friday 10 August 2018,"
      Pepsi Center, Denver, CO, US
    "
Brent+Cobb,Saturday 06 October 2018,"
      Hollywood Casino Amphitheatre, Tinley Park, IL, US
    "
Brent+Cobb,Thursday 11 October 2018,"
      PNC Music Pavilion, Charlotte, NC, US
    "
Brent+Cobb,Thursday 29 August 2019,"
      Von Braun Center, Huntsville, AL, US
    "
Brent+Cobb,Wednesday 05 September 2018,"
      Powerhaus - formerly Dingwalls, Camden, UK
    "
Brent+Cobb,Friday 19 October 2018,"
      Ameris Bank Amphitheatre, Alpharetta, GA, US
    "
Brent+Cobb,Saturday 28 July 2018,"
      Shoreline Amphitheatre, Mountain View, CA, US
    "
Brent+Cobb,Saturday 20 October 2018,"
      Cellairis Amphitheatre at Lakewood, Atlanta, GA, US
    "
Brent+Cobb,Tuesday 18 September 2018,"
      Bryggarsalen Restaurang & Konferens, Stockholm, Sweden
    "
Brent+Cobb,Saturday 28 October 2017,"
      Dos Equis Pavilion, Dallas, TX, US
    "
Brent+Cobb,Saturday 18 August 2018,"
      The Forum, Inglewood, CA, US
    "
Brent+Cobb,Saturday 15 September 2018,"
      Hotel Cecil, Copenhagen, Denmark
    "
Brent+Cobb,Saturday 04 August 2018,"
      Arena at Ford Idaho Center, Nampa, ID, US
    "
Brent+Cobb,Saturday 15 October 2016,"
      Ascend Amphitheater, Nashville, TN, US
    "
Brent+Cobb,Thursday 02 August 2018,"
      Metrapark Montana Pavilion, Billings, MT, US
    "
Brent+Cobb,Friday 17 August 2018,"
      Honda Center, Anaheim, CA, US
    "
Brent+Cobb,Saturday 13 October 2018,"
      Jiffy Lube Live, Bristow, VA, US
    "
Brent+Cobb,Saturday 13 October 2018,"
      Jiffy Lube Live, Bristow, VA, US
    "
Brent+Cobb,Monday 21 October 2019,"
      Bowery Ballroom, New York (NYC), NY, US
    "
Brent+Cobb,Thursday 20 April 2017,"
      Berglund Center for the Performing Arts, Roanoke, VA, US
    "
Brent+Cobb,Friday 12 October 2018,"
      Coastal Credit Union Music Park at Walnut Creek, Raleigh, NC, US
    "
Brent+Cobb,Saturday 24 August 2019,"
      Brookshire Grocery Arena, Bossier City, LA, US
    "
Brent+Cobb,Friday 13 October 2017,"
      Bridgestone Arena, Nashville, TN, US
    "
Brent+Cobb,Thursday 26 October 2017,"
      Austin360 Amphitheater, Austin, TX, US
    "
Brent+Cobb,Sunday 04 November 2018,"
      Royal Farms Arena, Baltimore, MD, US
    "
Brent+Cobb,Saturday 29 June 2019,"
      Roseland Theater, Portland, OR, US
    "
Brent+Cobb,Saturday 11 August 2018,"
      USANA Amphitheatre, West Valley City, UT, US
    "
Brent+Cobb,Friday 05 October 2018,"
      Ruoff Music Center, Noblesville, IN, US
    "
Brent+Cobb,Thursday 16 August 2018,"
      North Island Credit Union Amphitheatre, Chula Vista, CA, US
    "
Brent+Cobb,Thursday 25 October 2018,"
      Colonial Life Arena, Columbia, SC, US
    "
Brent+Cobb,Saturday 17 August 2019,"
      Budweiser Stage, Toronto, ON, Canada
    "
Brent+Cobb,Friday 29 June 2018,"
      BB&T Pavilion, Camden, NJ, US
    "
Brent+Cobb,Saturday 20 January 2018,"
      Infinite Energy Arena, Duluth, GA, US
    "
Brent+Cobb,Friday 09 August 2019,"
      Range 231N, Montgomery, AL, US
    "
Brent+Cobb,Tuesday 30 May 2017,"
      Scalateaterns Källare, Stockholm, Sweden
    "
Brent+Cobb,Wednesday 10 July 2019,"
      Atlanta Botanical Garden, Atlanta, GA, US
    "
Brent+Cobb,Saturday 14 October 2017,"
      Bridgestone Arena, Nashville, TN, US
    "
Brent+Cobb,Saturday 14 October 2017,"
      Bridgestone Arena, Nashville, TN, US
    "
Brent+Cobb,Friday 02 November 2018,"
      Madison Square Garden, New York (NYC), NY, US
    "
Brent+Cobb,Friday 27 July 2018,"
      Toyota Amphitheatre, Wheatland, CA, US
    "
Brent+Cobb,Friday 20 October 2017,"
      AT&T Center, San Antonio, TX, US
    "
Brent+Cobb,Friday 08 September 2017,"
      The Palace of Auburn Hills, Auburn Hills, MI, US
    "
Brent+Cobb,Friday 28 September 2018,"
      Ryman Auditorium, Nashville, TN, US
    "
Brent+Cobb,Thursday 19 July 2018,"
      Spokane Arena, Spokane, WA, US
    "
Brent+Cobb,Tuesday 11 September 2018,"
      Paradiso Kleine Zaal, Amsterdam, Netherlands
    "
Brent+Cobb,Saturday 22 July 2017,"
      Jiffy Lube Live, Bristow, VA, US
    "
Brent+Cobb,Thursday 26 January 2017,"
      The Slaughtered Lamb, London, UK
    "
Brent+Cobb,Friday 27 October 2017,"
      The Cynthia Woods Mitchell Pavilion presented by Huntsman, The Woodlands, TX, US
    "
Brent+Cobb,Thursday 17 August 2017,"
      Budweiser Stage, Toronto, ON, Canada
    "
Brent+Cobb,Friday 22 June 2018,"
      Walmart AMP, Rogers, AR, US
    "
Brent+Cobb,Saturday 28 September 2019,"
      The Cedar Cultural Center, Minneapolis, MN, US
    "
Brent+Cobb,Wednesday 19 June 2019,"
      Ogden Theatre, Denver, CO, US
    "
Brent+Cobb,Friday 21 April 2017,"
      Eastern Kentucky Expo Center, Pikeville, KY, US
    "
Brent+Cobb,Thursday 09 August 2018,"
      Isleta Amphitheater, Albuquerque, NM, US
    "
Brent+Cobb,Friday 26 October 2018,"
      Thompson-Boling Arena, University of Tennessee, Knoxville, TN, US
    "
Brent+Cobb,Friday 10 November 2017,"
      MIDFLORIDA Credit Union Amphitheatre at the FL State Fairgrounds, Tampa, FL, US
    "
Brent+Cobb,Friday 19 January 2018,"
      Amway Center, Orlando, FL, US
    "
Brent+Cobb,Friday 19 January 2018,"
      Amway Center, Orlando, FL, US
    "
Brent+Cobb,Sunday 15 September 2019,"
      Lincoln Theatre, Washington, DC, US
    "
Brent+Cobb,Saturday 21 July 2018,"
      White River Amphitheatre, Auburn, WA, US
    "
Brent+Cobb,Saturday 11 November 2017,"
      Vystar Veterans Memorial Arena, Jacksonville, FL, US
    "
Brent+Cobb,Saturday 19 August 2017,"
      DTE Energy Music Theatre, Clarkston, MI, US
    "
Brent+Cobb,Friday 03 November 2017,"
      Nationwide Arena, Columbus, OH, US
    "
Brent+Cobb,Thursday 18 January 2018,"
      Bon Secours Wellness Arena, Greenville, SC, US
    "
Brent+Cobb,Friday 21 July 2017,"
      Northwell Health at Jones Beach Theater, Wantagh, NY, US
    "
Brent+Cobb,Saturday 16 February 2019,"
      1884 Lounge, Minglewood Hall, Memphis, TN, US
    "
Brent+Cobb,Friday 16 June 2017,"
      Riverbend Music Center, Cincinnati, OH, US
    "
Brent+Cobb,Thursday 26 July 2018,"
      Lake Tahoe Outdoor Arena at Harvey's, Stateline, NV, US
    "
Brent+Cobb,Saturday 30 June 2018,"
      Xfinity Center, Mansfield, MA, US
    "
